% Model:                thre_vessel.mph
% Version:              COMSOL 4.1.0.88
% Date:                 Jun 19 2023, 10:24
% Dimension:            1
% Nodes:                801
% Expressions:          1
% Description:          Line graph
% x                       Height
0                         0.0050777990885100405
0.8291510939598083        0.005078381571206801
1.6583021879196167        0.005080129337259752
2.4874532222747803        0.005083042386668895
3.3166043758392334        0.005087120719434229
4.204019546508789         0.0050927860890235144
5.091434478759766         0.005099792232358014
5.978849411010742         0.005108139149437727
6.866264343261719         0.005117826840262654
7.767114162445068         0.005129040734074625
8.667963981628418         0.005141646148316383
9.56881332397461          0.005155643082987927
10.469663619995117        0.005171031538089258
11.370514869689941        0.005187827106326311
12.271366119384766        0.005206033841023344
13.17221736907959         0.005225651742180357
14.073068618774414        0.005246680809797347
14.973919868469238        0.005269143011880889
15.874771118164062        0.00529304469312782
16.775623321533203        0.005318385853538143
17.676475524902344        0.005345166493111858
18.577327728271484        0.005373405289528014
19.478179931640625        0.0054031125254232594
20.379032135009766        0.005434288200797595
21.279884338378906        0.005466932315651021
22.180736541748047        0.005501072169239014
23.081588745117188        0.005536722649011759
23.982440948486328        0.005573883754969257
24.88329315185547         0.005612555487111507
25.78414535522461         0.005652757503691604
26.68499755859375         0.00569451687008598
27.58584976196289         0.005737833586294637
28.48670196533203         0.005782707652317575
29.387554168701172        0.00582917128085558
30.288406372070312        0.005877247254471011
31.189258575439453        0.005926935573163869
32.090110778808594        0.005978236236934153
32.990962982177734        0.006031174732852543
33.891815185546875        0.006085785913342303
34.792667388916016        0.006142069778403434
35.693519592285156        0.0062000263280359335
36.5943717956543          0.006259693213308833
37.49522399902344         0.006321100478722826
38.39607620239258         0.006384248124277915
39.29692840576172         0.006449136149974098
40.19778060913086         0.0065158059223198355
41.0986328125             0.006584297507962879
41.99948501586914         0.006654610906903224
42.90033721923828         0.006726746119140876
43.80118942260742         0.006800755294300773
44.70204162597656         0.00687666881112035
45.6028938293457          0.006954486669599608
46.503746032714844        0.007034208869738545
47.404598236083984        0.007115887012346118
48.305450439453125        0.007199574510957273
49.206302642822266        0.00728527136557201
50.107154846191406        0.007372977576190327
51.00800704956055         0.007462726240331425
51.90885925292969         0.007554589516384575
52.80971145629883         0.007648567404349778
53.71056365966797         0.007744659904227033
54.61141586303711         0.007842925489777313
55.51226806640625         0.007943406160574127
56.41312026977539         0.008046101916617473
57.31397247314453         0.008151012757907354
58.21482467651367         0.008258243401082454
59.11567687988281         0.008367830460861996
60.01652908325195         0.008479773937245982
60.917381286621094        0.008594073830234411
61.818233489990234        0.008710790645566041
62.719085693359375        0.008830006497634194
63.619937896728516        0.00895172138643887
64.52079010009766         0.009075935311980069
65.42163848876953         0.009202721716233571
66.3224868774414          0.009332142631084926
67.22333526611328         0.009464198056534135
68.12418365478516         0.009598887992581196
69.02503204345703         0.009736351006035596
69.9258804321289          0.009876617949253073
70.82672882080078         0.010019688822233627
71.72757720947266         0.010165563624977258
72.62842559814453         0.010314371240806385
73.5292739868164          0.010466167168373085
74.43012237548828         0.010620951407677357
75.33097076416016         0.010778723958719203
76.23181915283203         0.010939600825739528
77.1326675415039          0.011103659592114356
78.03351593017578         0.011270900257843688
78.93436431884766         0.011441322822927527
79.83521270751953         0.011615052691502717
80.7360610961914          0.011792183851367525
81.63690948486328         0.011972716302521953
82.53775787353516         0.012156650044965998
83.43860626220703         0.01234417349579007
84.3394546508789          0.01253531371942364
85.24030303955078         0.012730070715866708
86.14115142822266         0.012928444485119272
87.04199981689453         0.013130527527006778
87.9428482055664          0.013336512243043106
88.84369659423828         0.013546398633228252
89.74454498291016         0.013760186697562217
90.64539337158203         0.01397800093062831
91.5462417602539          0.014199967441193019
92.44709014892578         0.014426086229256337
93.34793853759766         0.014656357294818272
94.24878692626953         0.014891040392996354
95.1496353149414          0.015130152079448312
96.05048370361328         0.015373692354174144
96.95133209228516         0.015621661217173852
97.85218048095703         0.015874267625604958
98.7530288696289          0.016131644828776843
99.65387725830078         0.016393792826689506
100.55472564697266        0.01666071161934295
101.45557403564453        0.016932651218408826
102.3564224243164         0.01720971379282556
103.25727081298828        0.01749189934259316
104.15811920166016        0.017779207867711627
105.05896759033203        0.0180718343536369
105.9598159790039         0.018369964310361295
106.86066436767578        0.01867359773788481
107.76151275634766        0.018982734636207442
108.66236114501953        0.019297630221660648
109.5632095336914         0.019618455930858886
110.46405792236328        0.01994521176380216
111.36490631103516        0.020277897720490472
112.26575469970703        0.02061671506179338
113.1666030883789         0.02096192289160371
114.06745147705078        0.021313521209921464
114.96829986572266        0.021671510016746647
115.86914825439453        0.0220361735548328
116.7699966430664         0.02240770450855937
117.67084503173828        0.02278610287792636
118.57169342041016        0.02317136866293376
119.47254180908203        0.023563720384332017
120.3733901977539         0.02396351680648063
121.27423858642578        0.0243707579293796
122.17508697509766        0.024785443753028928
123.07593536376953        0.025207829410290563
123.9767837524414         0.02563823252526328
124.87763214111328        0.026076653097947072
125.77848052978516        0.026523091128341947
126.67932891845703        0.02697785672019084
127.5801773071289         0.027441272017483028
128.4810333251953         0.027913337020218504
129.3818817138672         0.028394051728397277
130.28273010253906        0.028883885364099224
131.18357849121094        0.029383084766464156
132.0844268798828         0.02989164993549208
132.9852752685547         0.030409580871182985
133.88612365722656        0.030937181821909722
134.78697204589844        0.03147493320263785
135.6878204345703         0.032022835013367376
136.5886688232422         0.0325808872540983
137.48951721191406        0.0331497951744719
138.39036560058594        0.03372975933934924
139.2912139892578         0.03432077974873034
140.1920623779297         0.034922856402615186
141.09291076660156        0.03553621215123611
